,Observation ID,Camera,Exposure Identifier,Exposure Time,l,b,Target,Target Type
0,0002960101,MOS1,S002,6.85597898350729,103.50177001862072,-33.07310952283546,3C465,RADIO GALAXY RADIO LOUD/STEEP SPECT
1,0002960101,MOS2,S003,7.22537382737735,103.50177001862072,-33.07310952283546,3C465,RADIO GALAXY RADIO LOUD/STEEP SPECT
2,0002960101,PN,S001,3.65421066903766,103.50177001862072,-33.07310952283546,3C465,RADIO GALAXY RADIO LOUD/STEEP SPECT
3,0005210101,MOS1,S001,26.003424159805903,234.79867892229038,73.0297599254382,A1367,CLUSTER OF GALAXIES
4,0005210101,MOS2,S002,25.8779183523781,234.79867892229038,73.0297599254382,A1367,CLUSTER OF GALAXIES
5,0005210101,PN,S003,14.9302436070264,234.79867892229038,73.0297599254382,A1367,CLUSTER OF GALAXIES
6,0002970201,MOS1,S001,17.026820054003203,140.25369196491948,-16.77243864481229,3C66B,RADIO GALAXY RADIO LOUD/STEEP SPECT
7,0002970201,MOS2,S002,17.158397546824798,140.25369196491948,-16.77243864481229,3C66B,RADIO GALAXY RADIO LOUD/STEEP SPECT
8,0002970201,PN,S003,13.115390152063998,140.25369196491948,-16.77243864481229,3C66B,RADIO GALAXY RADIO LOUD/STEEP SPECT
9,0002942301,MOS1,S001,7.41214638410107,283.19546967866813,-78.26655490939551,NGC424,SEYFERT RADIO QUIET TYPE 2
10,0002942301,MOS2,S002,7.35518828241053,283.19546967866813,-78.26655490939551,NGC424,SEYFERT RADIO QUIET TYPE 2
11,0002942301,PN,S003,4.2757656104236,283.19546967866813,-78.26655490939551,NGC424,SEYFERT RADIO QUIET TYPE 2
12,0002740301,MOS1,S001,5.209322194268321,294.77502324785166,46.717473727035646,Denis-J1228,BROWN DWARF
13,0002740301,MOS2,S002,5.62449141533011,294.77502324785166,46.717473727035646,Denis-J1228,BROWN DWARF
14,0002740301,PN,U002,2.9222302677923198,294.77502324785166,46.717473727035646,Denis-J1228,BROWN DWARF
15,0007420901,MOS1,S001,7.6818238356996495,311.0421013081068,0.4166546415248508,Galactic Plane 09,EXTENDED GALACTIC OR EXTRAGALACTIC
16,0007420901,MOS2,S002,3.00597923056273,311.0421013081068,0.4166546415248508,Galactic Plane 09,EXTENDED GALACTIC OR EXTRAGALACTIC
17,0007420901,PN,S003,1.666009190224,311.0421013081068,0.4166546415248508,Galactic Plane 09,EXTENDED GALACTIC OR EXTRAGALACTIC
18,0002942401,MOS1,S001,2.1213163516927,149.51469667310548,-13.30594927170616,UGC2608,SEYFERT RADIO QUIET TYPE 2
19,0002942401,MOS2,S002,1.64396988110703,149.51469667310548,-13.30594927170616,UGC2608,SEYFERT RADIO QUIET TYPE 2
20,0002942401,PN,S003,0.590775520912587,149.51469667310548,-13.30594927170616,UGC2608,SEYFERT RADIO QUIET TYPE 2
21,0002740501,MOS1,S001,15.6996855228171,297.34474547228785,-15.881772371450268,Cha-Ha-3,BROWN DWARF
22,0002740501,PN,S003,10.2803401683375,297.34474547228785,-15.881772371450268,Cha-Ha-3,BROWN DWARF
23,0002970101,MOS1,S001,20.3480786769355,95.45106002044712,-15.923513972670033,3C449,RADIO GALAXY RADIO LOUD/STEEP SPECT
24,0002970101,MOS2,S002,20.1577617650676,95.45106002044712,-15.923513972670033,3C449,RADIO GALAXY RADIO LOUD/STEEP SPECT
25,0002970101,PN,S003,16.0275849382027,95.45106002044712,-15.923513972670033,3C449,RADIO GALAXY RADIO LOUD/STEEP SPECT
26,0002940401,MOS1,S001,1.00015342358749,187.81333274651334,-41.83689483635219,NGC1410,SEYFERT RADIO QUIET TYPE 2
27,0002940401,MOS2,S002,0.945640986179473,187.81333274651334,-41.83689483635219,NGC1410,SEYFERT RADIO QUIET TYPE 2
28,0002940401,PN,U002,0.8987133420368121,187.81333274651334,-41.83689483635219,NGC1410,SEYFERT RADIO QUIET TYPE 2
29,0006010401,MOS2,S002,33.0614023982087,304.7717863871188,-39.781351383587044,Beta Hydri,STAR G1IV
30,0006010401,MOS1,S001,33.6162129642406,304.7717863871188,-39.781351383587044,Beta Hydri,STAR G1IV
31,0006010401,PN,S003,28.107642033434097,304.7717863871188,-39.781351383587044,Beta Hydri,STAR G1IV
32,0000110101,MOS2,S002,11.460971826527501,149.17646010735032,4.133117817837372,XTE J0421+560,HMXRB SOFT TRANSIENT
33,0000110101,MOS1,S001,9.7499079035397,149.17646010735032,4.133117817837372,XTE J0421+560,HMXRB SOFT TRANSIENT
34,0000110101,PN,S003,6.11677385427638,149.17646010735032,4.133117817837372,XTE J0421+560,HMXRB SOFT TRANSIENT
35,0002740101,MOS2,S002,5.9931522261128904,168.36740735021368,-22.970167137911123,CFHT-Pl-12,BROWN DWARF
36,0002740101,MOS1,S001,6.13837009450903,168.36740735021368,-22.970167137911123,CFHT-Pl-12,BROWN DWARF
37,0002740101,PN,S003,4.22051906994232,168.36740735021368,-22.970167137911123,CFHT-Pl-12,BROWN DWARF
38,0002940701,MOS2,S002,1.9430912015905502,216.69592923870616,18.48169350349927,UGC4203,SEYFERT RADIO QUIET TYPE 2
39,0002940701,MOS1,S001,2.29572274833379,216.69592923870616,18.48169350349927,UGC4203,SEYFERT RADIO QUIET TYPE 2
40,0002940701,PN,S003,1.70991722487923,216.69592923870616,18.48169350349927,UGC4203,SEYFERT RADIO QUIET TYPE 2
41,0006010301,MOS2,S002,32.802224747159805,192.22935325804852,23.40618680387795,Beta Geminorum,STAR K0III
42,0006010301,MOS1,S001,32.9027057780482,192.22935325804852,23.40618680387795,Beta Geminorum,STAR K0III
43,0006010301,PN,S003,27.9977531104089,192.22935325804852,23.40618680387795,Beta Geminorum,STAR K0III
44,0006810301,MOS2,U002,4.723341241740529,92.13847431126624,-25.33686773005639,Akn 564,NL SEYFERT 1
45,0006810301,MOS1,U002,4.317752792985201,92.13847431126624,-25.33686773005639,Akn 564,NL SEYFERT 1
46,0004210201,MOS2,S002,4.73390234456254,16.74039990272784,0.08835294719560087,G16.7+0.1,SNR COMPOSITE
47,0004210201,MOS1,S001,4.67022865786496,16.74039990272784,0.08835294719560087,G16.7+0.1,SNR COMPOSITE
48,0004210201,PN,U002,2.64081584536306,16.74039990272784,0.08835294719560087,G16.7+0.1,SNR COMPOSITE
49,0007420701,MOS2,S002,11.258416275996,311.04210031125814,-0.416692943640259,Galactic Plane 07,EXTENDED GALACTIC OR EXTRAGALACTIC
50,0007420701,MOS1,S001,11.1938192416116,311.04210031125814,-0.416692943640259,Galactic Plane 07,EXTENDED GALACTIC OR EXTRAGALACTIC
51,0007420701,PN,S003,6.78781425630316,311.04210031125814,-0.416692943640259,Galactic Plane 07,EXTENDED GALACTIC OR EXTRAGALACTIC
52,0002940101,MOS2,S002,6.984534591498821,307.5508898993089,39.05457829399808,NGC4968,SEYFERT RADIO QUIET TYPE 2
53,0002940101,MOS1,S001,6.8005018434911095,307.5508898993089,39.05457829399808,NGC4968,SEYFERT RADIO QUIET TYPE 2
54,0002940101,PN,S003,4.13805858005368,307.5508898993089,39.05457829399808,NGC4968,SEYFERT RADIO QUIET TYPE 2
55,0007420801,MOS2,S002,12.0004114072347,310.83304918673457,-1.3963497952012833e-05,Galactic Plane 08,EXTENDED GALACTIC OR EXTRAGALACTIC
56,0007420801,MOS1,S001,11.6317077182962,310.83304918673457,-1.3963497952012833e-05,Galactic Plane 08,EXTENDED GALACTIC OR EXTRAGALACTIC
57,0007420801,PN,S003,9.54695581013393,310.83304918673457,-1.3963497952012833e-05,Galactic Plane 08,EXTENDED GALACTIC OR EXTRAGALACTIC
58,0007421001,MOS2,S002,10.6980013814158,310.83309212054337,0.8333125530872459,Galactic Plane 10,EXTENDED GALACTIC OR EXTRAGALACTIC
59,0007421001,MOS1,S001,10.7568755060644,310.83309212054337,0.8333125530872459,Galactic Plane 10,EXTENDED GALACTIC OR EXTRAGALACTIC
60,0007421001,PN,S003,7.332286035664191,310.83309212054337,0.8333125530872459,Galactic Plane 10,EXTENDED GALACTIC OR EXTRAGALACTIC
61,0004010201,MOS2,S002,21.3254217031241,130.71900124761956,3.0842303968619134,3C58,SNR CRAB-LIKE
62,0004010201,MOS1,S001,20.9617977678266,130.71900124761956,3.0842303968619134,3C58,SNR CRAB-LIKE
63,0004010101,MOS2,S002,5.69387521700452,130.71900124761956,3.0842303968619134,3C58,SNR CRAB-LIKE
64,0004010101,MOS1,S001,5.45297392523177,130.71900124761956,3.0842303968619134,3C58,SNR CRAB-LIKE
65,0006220201,MOS1,S001,40.0880903721199,299.6330574953303,22.854875298025693,NGC 4507,SEYFERT RADIO QUIET TYPE 2
66,0006220201,MOS2,S002,40.564394450936994,299.6330574953303,22.854875298025693,NGC 4507,SEYFERT RADIO QUIET TYPE 2
67,0006220201,PN,S003,28.7162103618631,299.6330574953303,22.854875298025693,NGC 4507,SEYFERT RADIO QUIET TYPE 2
68,0006810101,MOS2,U010,5.6854747817102895,92.13847431126624,-25.33686773005639,Akn 564,NL SEYFERT 1
69,0006810101,MOS1,U011,6.04232236932978,92.13847431126624,-25.33686773005639,Akn 564,NL SEYFERT 1
70,0001730601,MOS1,S003,12.410855336049702,205.87404326650002,-0.31119608673831345,HD47129,STAR O8
71,0001730601,PN,S005,9.577266799252829,205.87404326650002,-0.31119608673831345,HD47129,STAR O8
72,0001730601,MOS2,S004,12.1920829284309,205.87404326650002,-0.31119608673831345,HD47129,STAR O8
73,0001930101,MOS2,S002,14.7802876174388,112.8671416123367,-51.687075256085755,IRAS F00235+1024,IR GALAXY RADIO QUIET TYPE 2
74,0001930101,PN,S003,12.1324046911922,112.8671416123367,-51.687075256085755,IRAS F00235+1024,IR GALAXY RADIO QUIET TYPE 2
75,0001730201,MOS2,S002,16.1240472154305,355.6657060728949,0.050691863707094366,HD159176,STAR O7V
76,0001730201,PN,U002,9.78169874743288,355.6657060728949,0.050691863707094366,HD159176,STAR O7V
77,0005010201,MOS1,S001,8.060623156855739,59.23769785870221,65.03467518920078,Mkn478,NL SEYFERT 1
78,0005010201,MOS2,S002,7.94921030375479,59.23769785870221,65.03467518920078,Mkn478,NL SEYFERT 1
79,0004610401,MOS1,S001,3.78088735736043,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
80,0004610401,MOS2,S002,3.91393833514506,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
81,0004610401,PN,S005,0.5305744495519421,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
82,0004610201,MOS1,S001,3.4249395884374096,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
83,0004610201,MOS2,S002,16.633129945552998,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
84,0004610201,PN,S005,1.3968220972983398,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
85,0005010101,MOS1,S001,19.257646122022297,59.23769785870221,65.03467518920078,Mkn478,NL SEYFERT 1
86,0005010101,MOS2,S002,19.6225094509914,59.23769785870221,65.03467518920078,Mkn478,NL SEYFERT 1
87,0004610101,MOS1,S001,5.01611203340192,98.6326854438149,27.808300992584076,NEP5281,UNDEFINED
88,0004610101,MOS2,S002,4.71890471231493,98.6326854438149,27.808300992584076,NEP5281,UNDEFINED
89,0005010301,MOS1,S001,25.161292940098903,59.23769785870221,65.03467518920078,Mkn478,NL SEYFERT 1
90,0005010301,MOS2,S002,24.7761019171947,59.23769785870221,65.03467518920078,Mkn478,NL SEYFERT 1
91,0004610301,MOS2,S002,9.664741615179109,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
92,0004610301,MOS1,S001,9.65411377207776,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
93,0004610301,PN,S005,6.05493256759197,98.6326854438149,27.808300992584076,NEP5281,CLUSTER OF GALAXIES (NON-ABELL)
94,0002970401,MOS2,U002,2.23393974447818,95.45106002044712,-15.923513972670033,3C449,RADIO GALAXY RADIO LOUD/STEEP SPECT
95,0007421101,MOS1,S001,7.71837429789024,311.04206785987134,1.2499843611409216,Galactic Plane 11,EXTENDED GALACTIC OR EXTRAGALACTIC
96,0007421101,MOS2,S002,9.44760952994822,311.04206785987134,1.2499843611409216,Galactic Plane 11,EXTENDED GALACTIC OR EXTRAGALACTIC
97,0007421101,PN,S003,4.00547237716911,311.04206785987134,1.2499843611409216,Galactic Plane 11,EXTENDED GALACTIC OR EXTRAGALACTIC
98,0013340201,MOS1,S001,5.993870222177881,27.386340781121273,-0.006366563707501209,1E 1841-045,ANOMALOUS X-RAY PULSAR
99,0013340201,MOS2,S002,5.98830499461132,27.386340781121273,-0.006366563707501209,1E 1841-045,ANOMALOUS X-RAY PULSAR
100,0056020401,MOS1,S001,6.422080794270321,179.05582006410268,-21.82143103749856,RX J0426.1+1655,CLUSTER OF GALAXIES (NON-ABELL)
101,0056020401,MOS2,S002,6.783050495955,179.05582006410268,-21.82143103749856,RX J0426.1+1655,CLUSTER OF GALAXIES (NON-ABELL)
102,0056020401,PN,S003,4.09249544292513,179.05582006410268,-21.82143103749856,RX J0426.1+1655,CLUSTER OF GALAXIES (NON-ABELL)
103,0013340101,MOS1,S001,3.25820020051533,27.386340781121273,-0.006366563707501209,1E 1841-045,ANOMALOUS X-RAY PULSAR
104,0013340101,MOS2,S002,3.1352921169400902,27.386340781121273,-0.006366563707501209,1E 1841-045,ANOMALOUS X-RAY PULSAR
105,0042340301,MOS1,S001,11.5969650054976,259.9651928441885,-63.4516580997031,RXCJ0232.2-4420,CLUSTER OF GALAXIES
106,0042340301,MOS2,S002,12.0952260187559,259.9651928441885,-63.4516580997031,RXCJ0232.2-4420,CLUSTER OF GALAXIES
107,0042340301,PN,S003,6.82230821199232,259.9651928441885,-63.4516580997031,RXCJ0232.2-4420,CLUSTER OF GALAXIES
108,0057540301,MOS1,S002,12.013873341160101,109.26150002437471,-1.069171145723119,CTB109 East,SNR
109,0057540301,MOS2,S003,12.082819393859099,109.26150002437471,-1.069171145723119,CTB109 East,SNR
110,0057540301,PN,S004,8.18501773727824,109.26150002437471,-1.069171145723119,CTB109 East,SNR
111,0008030601,MOS1,S001,6.63146197076521,62.93612472610671,43.6956508087485,A 2199,CLUSTER OF GALAXIES ABELL CLASS 2 WITH COOLING FLOW
112,0008030601,MOS2,S002,5.43551824375551,62.93612472610671,43.6956508087485,A 2199,CLUSTER OF GALAXIES ABELL CLASS 2 WITH COOLING FLOW
113,0008030601,PN,S003,3.54528183619389,62.93612472610671,43.6956508087485,A 2199,CLUSTER OF GALAXIES ABELL CLASS 2 WITH COOLING FLOW
114,0021751001,MOS1,S001,2.4249116054689597,79.57894616726824,33.310548399987475,BetaDra,STAR G1I
115,0021751001,MOS2,S002,2.55059806601489,79.57894616726824,33.310548399987475,BetaDra,STAR G1I
116,0021751001,PN,S003,0.970899043076574,79.57894616726824,33.310548399987475,BetaDra,STAR G1I
117,0057540201,MOS1,S002,6.47386846262981,109.15932460595636,-0.8040547662834538,CTB109 North,SNR
118,0057540201,MOS2,S003,6.71256312819664,109.15932460595636,-0.8040547662834538,CTB109 North,SNR
119,0057540201,PN,S004,4.13329263947614,109.15932460595636,-0.8040547662834538,CTB109 North,SNR
120,0044350101,MOS1,S001,13.598005375120199,87.44571496734963,-83.09203738917981,IRAS00317-2142,SEYFERT
121,0044350101,MOS2,S002,13.6035704275375,87.44571496734963,-83.09203738917981,IRAS00317-2142,SEYFERT
122,0044350101,PN,S003,9.65039444247912,87.44571496734963,-83.09203738917981,IRAS00317-2142,SEYFERT
123,0042341601,MOS1,S001,5.097322848687201,195.38939024269817,-29.095257684822194,RXCJ0437.1+0043,CLUSTER OF GALAXIES
124,0042341601,MOS2,U003,2.52788650881507,195.38939024269817,-29.095257684822194,RXCJ0437.1+0043,CLUSTER OF GALAXIES
125,0042341601,PN,U002,0.48712398279078,195.38939024269817,-29.095257684822194,RXCJ0437.1+0043,CLUSTER OF GALAXIES
126,0064600101,MOS1,U003,5.02860209355998,179.83708128493572,-31.053307602038654,3C 98,RADIO GALAXY
127,0064600101,MOS1,U002,6.45373022229417,179.83708128493572,-31.053307602038654,3C 98,RADIO GALAXY
128,0064600101,PN,S002,5.27623175660969,179.83708128493572,-31.053307602038654,3C 98,RADIO GALAXY
129,0021750201,MOS1,S001,3.9188844536202803,79.57894616726824,33.310548399987475,BetaDra,STAR G1I
130,0021750201,MOS2,S002,3.9198760206987298,79.57894616726824,33.310548399987475,BetaDra,STAR G1I
131,0021750201,PN,S003,2.15678558710776,79.57894616726824,33.310548399987475,BetaDra,STAR G1I
132,0014740601,MOS1,S001,2.9601923495547897,204.09602691624042,-30.368888871654054,a0447-0627,SEYFERT RADIO QUIET TYPE 1
133,0014740601,MOS2,S002,2.66463782345158,204.09602691624042,-30.368888871654054,a0447-0627,SEYFERT RADIO QUIET TYPE 1
134,0014740601,PN,S003,2.584888272873,204.09602691624042,-30.368888871654054,a0447-0627,SEYFERT RADIO QUIET TYPE 1
135,0044350501,MOS1,S001,8.81873618705211,31.35281599799336,-21.957844784157054,IRAS20051-1117,SEYFERT
136,0044350501,MOS2,S002,9.49517217238496,31.35281599799336,-21.957844784157054,IRAS20051-1117,SEYFERT
137,0044350501,PN,S003,6.368060406361851,31.35281599799336,-21.957844784157054,IRAS20051-1117,SEYFERT
138,0045940301,MOS1,S001,9.243407858779399,252.0933399041857,-51.88304206955521,AXJ0341.4-4453,SEYFERT
139,0045940301,MOS2,S002,9.074651444444209,252.0933399041857,-51.88304206955521,AXJ0341.4-4453,SEYFERT
140,0045940301,PN,S003,6.93878600405446,252.0933399041857,-51.88304206955521,AXJ0341.4-4453,SEYFERT
141,0037981801,MOS1,S002,15.3432766973939,169.95238156710872,-56.80811163715879,XMM_LSS_18,EXTENDED GALACTIC OR EXTRAGALACTIC
142,0037981801,MOS2,S003,15.220377896868,169.95238156710872,-56.80811163715879,XMM_LSS_18,EXTENDED GALACTIC OR EXTRAGALACTIC
143,0037981801,PN,S001,10.4668830074671,169.95238156710872,-56.80811163715879,XMM_LSS_18,EXTENDED GALACTIC OR EXTRAGALACTIC
144,0041750101,MOS1,S001,48.643823471058504,15.019904135266227,-78.9477727487007,BLANCO1,OPEN STAR CLUSTER
145,0041750101,MOS2,S003,48.9271739813105,15.019904135266227,-78.9477727487007,BLANCO1,OPEN STAR CLUSTER
146,0041750101,PN,S002,41.749707579896,15.019904135266227,-78.9477727487007,BLANCO1,OPEN STAR CLUSTER
147,0037982601,MOS1,S002,11.961749655477998,168.8637759939252,-58.17728375773473,XMM_LSS_26,EXTENDED GALACTIC OR EXTRAGALACTIC
148,0037982601,MOS2,S003,11.9678594221885,168.8637759939252,-58.17728375773473,XMM_LSS_26,EXTENDED GALACTIC OR EXTRAGALACTIC
149,0037982601,PN,S001,6.30627918250483,168.8637759939252,-58.17728375773473,XMM_LSS_26,EXTENDED GALACTIC OR EXTRAGALACTIC
150,0037980801,MOS1,S002,9.63958466228312,170.2920238749133,-57.530129197734716,XMM_LSS_8,EXTENDED GALACTIC OR EXTRAGALACTIC
151,0037980801,MOS2,S003,9.89262564170143,170.2920238749133,-57.530129197734716,XMM_LSS_8,EXTENDED GALACTIC OR EXTRAGALACTIC
152,0037980801,PN,S001,5.59902316691593,170.2920238749133,-57.530129197734716,XMM_LSS_8,EXTENDED GALACTIC OR EXTRAGALACTIC
153,0067170101,MOS1,S001,41.2365955997912,291.0944141376281,-71.07078920165685,Phoenix field,X-RAY BACKGROUND
154,0067170101,MOS2,S002,41.4245864152176,291.0944141376281,-71.07078920165685,Phoenix field,X-RAY BACKGROUND
155,0067170101,PN,S003,33.9242484344813,291.0944141376281,-71.07078920165685,Phoenix field,X-RAY BACKGROUND
156,0037981901,MOS1,S002,11.7944212509178,170.41094940385887,-56.59025787482871,XMM_LSS_19,EXTENDED GALACTIC OR EXTRAGALACTIC
157,0037981901,MOS2,S003,12.340178983469698,170.41094940385887,-56.59025787482871,XMM_LSS_19,EXTENDED GALACTIC OR EXTRAGALACTIC
158,0037981901,PN,S001,8.238987917296479,170.41094940385887,-56.59025787482871,XMM_LSS_19,EXTENDED GALACTIC OR EXTRAGALACTIC
159,0049560301,MOS1,S001,19.6306236937804,208.2547884737323,-19.02669011377716,Orion P1795 (north),STAR FORMING REGION
160,0049560301,MOS2,S002,19.6811016244187,208.2547884737323,-19.02669011377716,Orion P1795 (north),STAR FORMING REGION
161,0049560301,PN,U002,5.44930096904897,208.2547884737323,-19.02669011377716,Orion P1795 (north),STAR FORMING REGION
162,0037981601,MOS1,S002,11.2114491396648,169.01954292528458,-57.23888319262868,XMM_LSS_16,EXTENDED GALACTIC OR EXTRAGALACTIC
163,0037981601,MOS2,S003,11.2683340733956,169.01954292528458,-57.23888319262868,XMM_LSS_16,EXTENDED GALACTIC OR EXTRAGALACTIC
164,0037981601,PN,S001,6.94446242167987,169.01954292528458,-57.23888319262868,XMM_LSS_16,EXTENDED GALACTIC OR EXTRAGALACTIC
165,0040140301,MOS1,S001,8.82361742791554,122.08258493065937,1.9012167782902525,WR1,WOLF RAYET STAR WN5
166,0040140301,MOS2,S002,8.70297909177938,122.08258493065937,1.9012167782902525,WR1,WOLF RAYET STAR WN5
167,0040140301,PN,S003,5.23260669631138,122.08258493065937,1.9012167782902525,WR1,WOLF RAYET STAR WN5
168,0054540101,MOS1,S002,0.527035603274268,287.42547019438905,0.5775009958140538,PSR B1046-58,RADIO PULSAR
169,0054540101,MOS2,U002,5.50324945144739,287.42547019438905,0.5775009958140538,PSR B1046-58,RADIO PULSAR
170,0059752801,MOS1,S001,0.643939147775541,83.8378327583085,44.84163223973837,N1_U_4,STAR FORMING REGION
171,0059752801,MOS2,S002,9.44505426519201,83.8378327583085,44.84163223973837,N1_U_4,STAR FORMING REGION
172,0059752801,PN,S003,4.24896257449276,83.8378327583085,44.84163223973837,N1_U_4,STAR FORMING REGION
173,0065760201,MOS1,S001,30.1606610758704,240.6077801599533,-32.715806134063136,PKS0521-365,BL LAC
174,0065760201,MOS2,S002,30.078002719614297,240.6077801599533,-32.715806134063136,PKS0521-365,BL LAC
175,0065760201,PN,S003,24.965350429820703,240.6077801599533,-32.715806134063136,PKS0521-365,BL LAC
176,0037981301,MOS1,S002,5.54944198577927,170.1204540604315,-57.16926034522381,XMM_LSS_13,EXTENDED GALACTIC OR EXTRAGALACTIC
177,0037981301,MOS2,S003,6.03888696318775,170.1204540604315,-57.16926034522381,XMM_LSS_13,EXTENDED GALACTIC OR EXTRAGALACTIC
178,0037981301,PN,S001,0.209488852748336,170.1204540604315,-57.16926034522381,XMM_LSS_13,EXTENDED GALACTIC OR EXTRAGALACTIC
179,0037981101,MOS1,S002,11.5842841250874,169.18077191833422,-57.601202764584066,XMM_LSS_11,EXTENDED GALACTIC OR EXTRAGALACTIC
180,0037981101,MOS2,S003,11.60224561325,169.18077191833422,-57.601202764584066,XMM_LSS_11,EXTENDED GALACTIC OR EXTRAGALACTIC
181,0037981101,PN,S001,7.4645564191060805,169.18077191833422,-57.601202764584066,XMM_LSS_11,EXTENDED GALACTIC OR EXTRAGALACTIC
182,0037981001,MOS1,S002,12.019354085468299,171.2168148360113,-57.09042135089897,XMM_LSS_10,EXTENDED GALACTIC OR EXTRAGALACTIC
183,0037981001,MOS2,S003,12.205623993532999,171.2168148360113,-57.09042135089897,XMM_LSS_10,EXTENDED GALACTIC OR EXTRAGALACTIC
184,0037981001,PN,S001,7.43734903481964,171.2168148360113,-57.09042135089897,XMM_LSS_10,EXTENDED GALACTIC OR EXTRAGALACTIC
185,0037982701,MOS1,S002,13.590408165811999,168.70275381165706,-57.8146383422791,XMM_LSS_27,EXTENDED GALACTIC OR EXTRAGALACTIC
186,0037982701,MOS2,S003,13.7491755753098,168.70275381165706,-57.8146383422791,XMM_LSS_27,EXTENDED GALACTIC OR EXTRAGALACTIC
187,0037982701,PN,S001,8.437257127671,168.70275381165706,-57.8146383422791,XMM_LSS_27,EXTENDED GALACTIC OR EXTRAGALACTIC
188,0008820601,MOS1,S001,12.6104647285923,18.437273153074933,1.6258450911243931,HD168112,STAR O6III
189,0008820601,MOS2,S002,11.9019647934514,18.437273153074933,1.6258450911243931,HD168112,STAR O6III
190,0037981701,MOS1,U002,2.23891516808202,169.48860777852718,-57.02432773325807,XMM_LSS_17,UNDEFINED
191,0037981701,MOS1,S002,1.77700410823912,169.48860777852718,-57.02432773325807,XMM_LSS_17,UNDEFINED
192,0037981701,MOS2,U002,2.17543928788213,169.48860777852718,-57.02432773325807,XMM_LSS_17,UNDEFINED
193,0037981701,MOS2,S003,1.7187002423187,169.48860777852718,-57.02432773325807,XMM_LSS_17,UNDEFINED
194,0037981701,PN,S001,0.529044114179557,169.48860777852718,-57.02432773325807,XMM_LSS_17,UNDEFINED
195,0037981701,PN,U014,1.50092681671418,169.48860777852718,-57.02432773325807,XMM_LSS_17,UNDEFINED
196,0030140101,MOS1,S002,16.319903285171,303.7526293510025,33.72509627657373,A3528,CLUSTER OF GALAXIES ABELL CLASS 1 WITH COOLING FLOW
197,0030140101,MOS2,S003,16.0234863429499,303.7526293510025,33.72509627657373,A3528,CLUSTER OF GALAXIES ABELL CLASS 1 WITH COOLING FLOW
198,0030140101,PN,S001,10.777501347109501,303.7526293510025,33.72509627657373,A3528,CLUSTER OF GALAXIES ABELL CLASS 1 WITH COOLING FLOW
199,0066950201,MOS1,S002,6.18724901162572,240.1324401186824,70.54191644047903,UGC 6614,SPIRAL GALAXY
200,0066950201,MOS2,S003,5.94365154082792,240.1324401186824,70.54191644047903,UGC 6614,SPIRAL GALAXY
201,0059750201,MOS1,U002,0.471305995086667,84.79857727894378,44.62318479815827,N1_2,STAR FORMING REGION
202,0059750201,PN,U002,0.344109228312647,84.79857727894378,44.62318479815827,N1_2,STAR FORMING REGION
203,0037981401,MOS1,S002,10.300952115935798,170.5822523610143,-56.95082093391168,XMM_LSS_14,EXTENDED GALACTIC OR EXTRAGALACTIC
204,0037981401,MOS2,S003,10.169539067699699,170.5822523610143,-56.95082093391168,XMM_LSS_14,EXTENDED GALACTIC OR EXTRAGALACTIC
205,0037981401,PN,S001,4.335519275984541,170.5822523610143,-56.95082093391168,XMM_LSS_14,EXTENDED GALACTIC OR EXTRAGALACTIC
206,0037982101,MOS1,S002,13.7447601434335,170.34819565726062,-58.83018950817735,XMM_LSS_21,EXTENDED GALACTIC OR EXTRAGALACTIC
207,0037982101,MOS2,S003,14.2887928551598,170.34819565726062,-58.83018950817735,XMM_LSS_21,EXTENDED GALACTIC OR EXTRAGALACTIC
208,0037982101,PN,S001,8.62394094540854,170.34819565726062,-58.83018950817735,XMM_LSS_21,EXTENDED GALACTIC OR EXTRAGALACTIC
209,0059752601,MOS1,S001,3.78848419014031,83.8378327583085,44.84163223973837,N1_U_4,STAR FORMING REGION
210,0059752601,MOS2,S002,3.18735526830469,83.8378327583085,44.84163223973837,N1_U_4,STAR FORMING REGION
211,0059752601,PN,S003,1.6627347164156,83.8378327583085,44.84163223973837,N1_U_4,STAR FORMING REGION
212,0042341801,MOS1,S001,10.4890454134107,241.74698296749284,-30.87833627398931,RXCJ0532.9-3701,CLUSTER OF GALAXIES
213,0042341801,MOS2,S002,10.383128318081,241.74698296749284,-30.87833627398931,RXCJ0532.9-3701,CLUSTER OF GALAXIES
214,0042341801,PN,S003,6.07787448848805,241.74698296749284,-30.87833627398931,RXCJ0532.9-3701,CLUSTER OF GALAXIES
215,0028740201,MOS1,S001,31.370272181805003,332.6554234284571,-75.74131155196544,NGC 55 (East),SPIRAL GALAXY UNBARRED
