,Observation ID,Camera,Exposure Identifier,Exposure Time,l,b,Target,Target Type
5543,0147210301,MOS1,S002,7.678191373222781,31.587880968686065,44.52145778198543,Abell 2151,CLUSTER OF GALAXIES ABELL CLASS 2
5544,0147210301,MOS2,S003,7.98247976192459,31.587880968686065,44.52145778198543,Abell 2151,CLUSTER OF GALAXIES ABELL CLASS 2
5545,0147210301,PN,S001,4.40086813842837,31.587880968686065,44.52145778198543,Abell 2151,CLUSTER OF GALAXIES ABELL CLASS 2
5546,0147580401,MOS1,S001,14.068094455216,91.56553538665436,-58.01955915807357,1AXGJ234725+0053,AGN UNCLASSIFIED
5547,0147580401,MOS2,S002,14.2490784099945,91.56553538665436,-58.01955915807357,1AXGJ234725+0053,AGN UNCLASSIFIED
5548,0147580401,PN,S003,10.249362147562401,91.56553538665436,-58.01955915807357,1AXGJ234725+0053,AGN UNCLASSIFIED
5549,0148740301,MOS1,S001,4.14493371288269,170.2837108506774,77.12921500828304,1202+3538,QSO
5550,0148740301,MOS2,S002,3.9126492579004197,170.2837108506774,77.12921500828304,1202+3538,QSO
5551,0148740301,PN,S003,2.2071923990241498,170.2837108506774,77.12921500828304,1202+3538,QSO
5552,0148742501,MOS1,S001,6.706122497916,216.32943111253041,31.50044852742569,0848+1119,QSO
5553,0148742501,PN,S003,2.10112846241452,216.32943111253041,31.50044852742569,0848+1119,QSO
5554,0148060301,MOS1,S002,1.15694560460332,163.34199993950588,-75.80329725782545,BPS CS 31082-001,STAR
5555,0148060301,MOS1,U002,0.524283834534789,163.34199993950588,-75.80329725782545,BPS CS 31082-001,STAR
5556,0148060301,MOS2,S009,1.16319162822788,163.34199993950588,-75.80329725782545,BPS CS 31082-001,STAR
5557,0148060301,PN,S001,1.98802953861496,163.34199993950588,-75.80329725782545,BPS CS 31082-001,STAR
5558,0147511701,MOS1,S001,88.4194001057243,149.29252380924302,53.14575331668641,Lockman Hole,X-RAY BACKGROUND
5559,0147511701,MOS2,S002,89.0941499516757,149.29252380924302,53.14575331668641,Lockman Hole,X-RAY BACKGROUND
5560,0147511701,PN,S003,73.7076439370898,149.29252380924302,53.14575331668641,Lockman Hole,X-RAY BACKGROUND
5561,0146490101,MOS1,S001,17.603856835808298,160.42768181106712,0.14167459025897974,3C 129,GALAXY RADIO LOUD
5562,0146490101,MOS2,S004,18.4883847885568,160.42768181106712,0.14167459025897974,3C 129,GALAXY RADIO LOUD
